Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions,Ratings_Imputed,Revenue_Imputed,Airtime_Imputed,SetimentScore_Imputed,BiasScore_Imputed,Viewership_Imputed,Shares_Imputed,AdSpend_Imputed,ControversyFlag_Imputed,MissingDataFlag_Clean,SocialMediaInteractions_Imputed
Saleem Safi,SAMAA TV,Dawn,Sindh,Karachi,Judiciary,Court orders release of missing persons,100.0,9902954.0,300.0,0.8100762447,,631154.0,183027.0,5000000.0,No,1.0,2022-09-17,Urdu,,25565.0,False,False,True,False,True,False,False,True,False,1,True
Rauf Klassra,Geo News,Express Tribune,Punjab,Rawalpindi,Economy,Government launches CPEC project in Gwadar,82.34861026,20000000.0,278.0,-0.7713861018,3.0,1769279.0,102880.0,10000000.0,No,,2019-12-07,,Pro-Govt,25917.5,False,False,True,False,True,False,False,False,False,1,True
Asma Shirazi,Geo News,Nawa-i-Waqt,Azad Jammu & Kashmir,Lahore,Politics,Election rigging scandal unfolds in Lahore,58.592160105000005,1000000.0,216.5,0.2819112643,3.0,390634.0,103314.5,5000000.0,Yes,,2025-05-21,Urdu,Neutral,26014.0,True,False,True,True,True,False,True,True,False,1,True
Ansar Abbasi,ARY News,Express Tribune,Khyber Pakhtunkhwa,Lahore,Health,Floods devastate Sindh villages,65.2412767,9010307.0,236.0,0.1519138414,2.0,1000345.0,109149.0,5000000.0,Yes,1.0,2019-02-05,Urdu,Pro-Govt,24817.0,False,False,True,True,False,True,True,False,False,1,True
Ansar Abbasi,Dawn News,Dawn,Azad Jammu & Kashmir,Multan,Economy,Government to increase petrol price by Rs. 20,48.42382465,20000000.0,211.0,0.4818464374,3.0,547770.0,107905.0,5000000.0,No,1.0,2019-05-07,,Pro-Govt,1383.0,False,False,False,False,True,False,True,True,False,1,False
Kamran Khan,Geo News,Jang,Balochistan,Karachi,Politics,Khan addresses rally in Multan,58.592160105000005,15734003.0,216.5,1.879574629,3.0,961484.5,103314.5,5000000.0,No,,2021-02-17,English,Neutral,1596.0,True,False,True,False,True,True,True,False,False,1,False
Kamran Khan,Express News,Dawn,Punjab,Multan,Sports,New talent emerges in under-19 cricket,0.0,20000000.0,275.0,-0.7967571484,3.0,1157695.0,174927.0,5000000.0,Yes,1.0,2018-11-18,,Neutral,25833.0,False,False,True,False,True,False,False,True,False,1,True
Mohsin Raza Khan,ARY News,Dawn,Balochistan,Islamabad,Judiciary,Court orders release of missing persons,56.06780072,5000000.0,179.0,0.036428137145,,999644.0,96990.0,5000000.0,No,1.0,2021-12-13,Urdu,,11513.0,True,True,False,True,True,True,True,True,False,1,False
Kamran Shahid,ARY News,Nawa-i-Waqt,Islamabad,Quetta,Economy,Exports see slight recovery,100.0,1000000.0,408.0,0.019117020443,1.0,494534.0,151123.0,3407934.71,,,2022-08-07,Urdu,Pro-Govt,28693.0,False,False,False,True,False,False,False,False,True,1,False
Saleem Safi,SAMAA TV,Daily Pakistan,Punjab,Rawalpindi,Politics,Khan addresses rally in Multan,58.93298246,5000000.0,168.0,-0.33485856225,2.0,1033869.0,113247.5,5000000.0,No,0.0,2023-03-24,Urdu,Neutral,25684.0,True,False,False,True,False,False,True,True,False,1,True
Dr. Shahid Masood,Abb Takk News,Nawa-i-Waqt,Islamabad,Karachi,Politics,Student unions demand restoration,48.82271435,3049104.0,372.0,-0.155611055,,938956.0,85292.5,3900533.787,No,1.0,2025-02-08,English,,32363.0,False,False,False,True,False,True,True,False,False,1,False
Kamran Khan,Hum News,Nawa-i-Waqt,Balochistan,Multan,Politics,Election rigging scandal unfolds in Lahore,55.49601863,1000000.0,248.5,-1.024232934,3.0,884507.0,105099.5,1407934.802,,,2022-06-18,,Opposition,15210.0,True,False,True,False,True,False,True,False,True,1,False
Saleem Safi,SAMAA TV,Daily Pakistan,Azad Jammu & Kashmir,Lahore,Sports,New talent emerges in under-19 cricket,33.10420943,3271461.0,260.0,-0.5437034343,,946699.0,171056.0,3009744.238,Yes,,2023-07-14,English,,27097.0,False,False,True,False,False,True,False,False,False,1,True
Owais Tohid,Abb Takk News,Nawa-i-Waqt,Punjab,Karachi,Health,Karachi drainage system collapses,84.31481087,14898287.0,307.0,-0.07913783398,,1085616.0,100636.0,2931202.043,No,0.0,2018-03-11,English,,27378.0,False,False,False,True,False,True,True,False,False,1,False
Umar Cheema,ARY News,The News,Sindh,Rawalpindi,Judiciary,"Judiciary under pressure, say analysts",100.0,20000000.0,272.0,-1.813284793,2.0,999644.0,96990.0,3267141.119,No,,2019-08-18,Urdu,Neutral,28438.0,False,False,False,False,False,True,True,False,False,1,False
Talat Hussain,Hum News,Daily Pakistan,Khyber Pakhtunkhwa,Lahore,Health,Thousands displaced due to rains,67.2092953,11099814.0,262.0,-0.046107037395,3.0,1170953.0,102152.5,5000000.0,,1.0,2025-11-11,,Pro-Govt,28752.0,False,False,True,True,True,True,True,True,True,1,True
Matiullah Jan,Express News,The News,Khyber Pakhtunkhwa,Quetta,Judiciary,CJ addresses bar association,85.47855923,5000000.0,411.0,-0.4484673233,3.0,1130490.0,99279.0,5000000.0,No,,2023-06-18,,Neutral,25777.0,False,False,False,False,True,True,True,False,False,1,True
Ansar Abbasi,Express News,Dawn,Sindh,Hyderabad,Terrorism,Attack on Army convoy in Waziristan,59.56691534,12856908.0,242.0,1.236390757,,1169756.0,79747.0,10000000.0,No,0.0,2023-04-14,Urdu,,24329.0,True,False,True,False,True,True,True,False,False,1,True
Shahzeb Khanzada,Dawn News,Nawa-i-Waqt,Khyber Pakhtunkhwa,Multan,Terrorism,Five soldiers martyred in ambush,54.31346769,5000000.0,200.0,-0.5900940982,5.0,688647.0,138023.0,10000000.0,Yes,1.0,2024-01-03,English,Neutral,570.0,True,True,True,False,False,False,False,False,False,1,False
Mohsin Raza Khan,Dawn News,Daily Pakistan,Punjab,Quetta,Education,Curriculum reforms announced,54.31346769,20000000.0,254.0,0.028593852375,0.0,1217751.0,85156.0,5000000.0,Yes,0.0,2019-04-20,English,Neutral,23397.0,True,False,True,True,False,False,True,False,False,1,True
Shahzeb Khanzada,Hum News,The News,Sindh,Peshawar,Terrorism,Security forces foil major terror bid,55.49601863,20000000.0,203.0,0.015123105319499999,4.0,893609.5,58091.0,10000000.0,Yes,,2019-11-03,Urdu,Pro-Govt,26556.5,True,False,True,True,False,True,False,False,False,1,True
Rauf Klassra,Hum News,Dawn,Islamabad,Peshawar,Media,"Media freedom at risk, says HRCP report",10.09787038,5000000.0,97.0,0.002111780984999999,3.0,1061382.0,104273.0,5000000.0,No,1.0,2023-03-26,English,Neutral,48849.0,False,True,False,True,True,True,True,False,False,1,False
Kamran Khan,Geo News,The News,Azad Jammu & Kashmir,Islamabad,Education,Curriculum reforms announced,17.54157575,20000000.0,275.0,-0.3226669595,3.0,394329.0,101178.0,5000000.0,No,1.0,2025-01-19,,Neutral,26320.0,False,False,True,True,True,False,True,True,False,1,True
Kamran Khan,Geo News,Dawn,Sindh,Hyderabad,Education,University students protest fee hikes,28.27919416,5000000.0,275.0,-0.3226669595,0.0,1040577.0,85993.0,2144891.652,Yes,0.0,2024-07-19,Urdu,Neutral,26320.0,False,True,True,True,False,True,False,False,False,1,True
Dr. Shahid Masood,Abb Takk News,Dawn,Azad Jammu & Kashmir,Islamabad,Economy,Dollar hits 300 in open market,58.74782338,5000000.0,249.0,-0.07204049202,5.0,873051.5,118146.0,5000000.0,Yes,,2023-11-24,Urdu,Opposition,20865.5,True,False,True,False,False,True,True,True,False,1,True
Dr. Shahid Masood,ARY News,Express Tribune,Punjab,Hyderabad,Sports,Women cricket team sets new record,73.7663237,1000000.0,85.0,1.090295472,0.0,540460.0,52655.0,5000000.0,No,0.0,2018-08-13,English,Pro-Govt,10970.0,False,False,False,False,False,False,False,True,False,1,False
Kamran Shahid,Hum News,Jang,Islamabad,Lahore,Health,Aid for Balochistan still missing,55.49601863,5000000.0,105.0,-0.5269140326,3.0,1170953.0,19812.0,5000000.0,No,,2023-08-07,English,Pro-Govt,44502.0,True,True,False,False,False,True,False,False,False,1,False
Ansar Abbasi,Dawn News,Dawn,Khyber Pakhtunkhwa,Multan,Judiciary,Case adjourned till next week,54.31346769,15817169.0,227.5,-1.811641464,4.0,1023712.5,179109.0,10000000.0,No,0.0,2025-09-14,English,Opposition,29078.5,True,False,True,False,False,True,False,False,False,1,True
Najam Sethi,ARY News,Daily Pakistan,Balochistan,Multan,Health,Dengue cases rising in Lahore hospitals,56.06780072,20000000.0,48.0,0.1519138414,3.0,1000345.0,5049.0,5000000.0,No,0.0,2019-03-18,English,Neutral,49068.0,True,False,False,True,True,True,False,False,False,1,False
Asma Shirazi,ARY News,Daily Pakistan,Sindh,Peshawar,Judiciary,Lawyers boycott proceedings,56.06780072,1000000.0,243.0,0.4558481381,3.0,999644.0,96990.0,5000000.0,,1.0,2022-04-15,,Pro-Govt,22627.5,True,False,True,False,True,True,True,False,True,1,True
Najam Sethi,ARY News,Jang,Punjab,Peshawar,Terrorism,Security forces foil major terror bid,8.780213971,10278494.0,227.0,1.300163981,,1219913.0,115285.0,5000000.0,Yes,,2019-07-28,English,,24118.0,False,False,True,False,True,False,False,True,False,1,True
Owais Tohid,Dawn News,Jang,Balochistan,Islamabad,Sports,Cricket team departs for World Cup,54.31346769,18162390.0,3.0,-0.1226642462,3.0,643683.0,93171.0,3166202.538,No,1.0,2019-06-05,English,Pro-Govt,47550.0,True,False,False,True,True,False,True,False,False,1,False
Matiullah Jan,ARY News,Jang,Punjab,Lahore,Health,Villages submerged in southern Punjab,100.0,5000000.0,236.0,0.159707327,4.0,1000345.0,84017.0,10000000.0,Yes,1.0,2021-11-13,,Opposition,30569.0,False,False,True,False,False,True,False,False,False,1,False
Najam Sethi,Geo News,Dawn,Sindh,Lahore,Education,New universities to be established,66.58884012,5000000.0,164.0,0.9421167563,,1040577.0,101178.0,10000000.0,,,2021-10-03,English,,9864.0,False,True,False,False,True,True,True,False,True,1,False
Kamran Khan,Hum News,Daily Pakistan,Azad Jammu & Kashmir,Islamabad,Media,Journalists protest censorship in Islamabad,95.67826899,20000000.0,224.0,-0.02488686764,3.0,1068230.0,104273.0,5000000.0,No,1.0,2019-10-24,English,Pro-Govt,908.0,False,False,True,False,True,False,True,True,False,1,False
Kamran Shahid,Geo News,Jang,Azad Jammu & Kashmir,Islamabad,Economy,Stock exchange crashes amid crisis,93.33486759,20000000.0,278.0,-0.08411327204,1.0,904352.0,154847.0,10000000.0,,,2023-11-03,,Opposition,25917.5,False,False,True,False,False,True,False,False,True,1,True
Najam Sethi,Abb Takk News,Express Tribune,Balochistan,Lahore,Health,Karachi drainage system collapses,100.0,20000000.0,329.0,0.427212959,,1085616.0,116467.0,10000000.0,Yes,0.0,2023-08-11,Urdu,,25763.0,False,False,False,False,False,True,False,False,False,1,True
Dr. Shahid Masood,Dawn News,Express Tribune,Islamabad,Hyderabad,Health,Climate change worsening floods,22.91397229,20000000.0,262.0,-1.192439984,,890591.0,87806.0,5000000.0,Yes,1.0,2025-10-27,Urdu,,2580.0,False,False,True,False,True,False,True,True,False,1,False
Rauf Klassra,Geo News,Daily Pakistan,Balochistan,Multan,Health,Villages submerged in southern Punjab,58.592160105000005,12969205.0,261.0,-0.3382508333,3.0,1087522.0,99362.0,5000000.0,No,1.0,2025-12-20,,Pro-Govt,49902.0,True,False,True,False,True,True,True,True,False,1,False
Asma Shirazi,SAMAA TV,Jang,Khyber Pakhtunkhwa,Peshawar,Terrorism,Bomb blast near Karachi market,58.93298246,5000000.0,79.0,0.069461912655,1.0,819837.0,150105.0,10000000.0,No,1.0,2020-10-19,English,Pro-Govt,21610.0,True,True,False,True,False,True,False,False,False,1,True
Mohsin Raza Khan,ARY News,Express Tribune,Sindh,Islamabad,Sports,New talent emerges in under-19 cricket,56.06780072,5000000.0,278.0,0.393805553,3.0,1098347.0,109799.0,5000000.0,No,,2021-03-09,English,Pro-Govt,25424.0,True,False,True,False,True,True,False,False,False,1,True
Rauf Klassra,Abb Takk News,Dawn,Sindh,Multan,Health,Climate change worsening floods,93.4885041,20000000.0,255.0,-0.07913783398,3.0,1085616.0,100636.0,5000000.0,No,0.0,2025-12-16,,Neutral,13547.0,False,False,True,True,True,True,True,True,False,1,False
Mohsin Raza Khan,SAMAA TV,Nawa-i-Waqt,Islamabad,Karachi,Politics,New tax reforms spark debate in parliament,96.9454901,5000000.0,200.5,-0.33485856225,3.0,1033388.5,113247.5,5000000.0,No,0.0,2022-02-22,English,Pro-Govt,25684.0,False,True,True,True,True,True,True,True,False,1,True
Ansar Abbasi,SAMAA TV,Express Tribune,Balochistan,Multan,Terrorism,Five soldiers martyred in ambush,100.0,5000000.0,251.5,0.069461912655,5.0,819837.0,119740.0,5000000.0,Yes,,2023-12-06,,Pro-Govt,37444.0,False,True,True,True,False,True,True,False,False,1,False
Rauf Klassra,Abb Takk News,Jang,Azad Jammu & Kashmir,Rawalpindi,Politics,Senate passes constitutional amendment,58.74782338,20000000.0,99.0,-0.9755724009,,938956.0,85292.5,5000000.0,No,1.0,2021-11-16,Urdu,,17157.0,True,False,False,False,False,True,True,True,False,1,True
Shahzeb Khanzada,Express News,Nawa-i-Waqt,Azad Jammu & Kashmir,Islamabad,Education,Punjab launches scholarship scheme,90.27476473,4425117.0,239.0,0.009478904941,1.0,1160614.0,97570.0,5000000.0,No,1.0,2020-04-17,,Pro-Govt,20589.0,False,False,True,True,False,False,True,False,False,1,True
Shahzeb Khanzada,SAMAA TV,Nawa-i-Waqt,Islamabad,Multan,Education,New universities to be established,79.25263704,5000000.0,243.0,-1.281952703,3.0,132073.0,17736.0,5000000.0,No,,2020-01-11,English,Opposition,28940.0,False,False,True,False,True,False,False,True,False,1,False
Dr. Shahid Masood,Dawn News,Express Tribune,Islamabad,Rawalpindi,Health,Relief camp set up in Multan,54.31346769,14160916.0,328.0,0.3823762921,,1104290.5,36961.0,5000000.0,,1.0,2019-08-06,Urdu,,29887.0,True,False,False,False,False,True,False,True,True,1,False
Kamran Shahid,Express News,Express Tribune,Islamabad,Islamabad,Health,Hospitals face medicine shortages,38.51617562,5000000.0,316.0,1.604496017,3.0,1378000.0,49430.0,1296677.364,No,,2018-09-09,,Neutral,39260.0,False,True,False,False,True,False,False,False,False,1,False
Ansar Abbasi,ARY News,Jang,Khyber Pakhtunkhwa,Karachi,Media,PEMRA issues warning to multiple channels,56.06780072,1000000.0,213.0,-0.05195834602,,336815.0,165308.0,5000000.0,Yes,,2021-07-07,English,,3107.0,True,False,False,True,False,False,False,True,False,1,False
Asma Shirazi,Dawn News,The News,Balochistan,Peshawar,Judiciary,CJ addresses bar association,42.34644369,20000000.0,27.0,-0.9776751475,3.0,1023712.5,37364.0,5000000.0,Yes,,2020-05-12,English,Neutral,29078.5,False,False,False,False,True,True,False,False,False,1,True
Shahzeb Khanzada,Abb Takk News,Daily Pakistan,Islamabad,Karachi,Media,Digital media gaining popularity,100.0,1000000.0,262.0,-0.30301584905,2.0,652860.0,132007.0,4968514.216,,1.0,2022-02-16,,Opposition,18794.0,False,False,True,True,False,False,False,False,True,1,False
Mohsin Raza Khan,SAMAA TV,Jang,Khyber Pakhtunkhwa,Quetta,Media,Journalists protest censorship in Islamabad,58.93298246,20000000.0,229.0,1.03777703,3.0,928205.0,50694.0,5000000.0,No,0.0,2020-04-05,,Neutral,3274.0,True,False,True,False,False,True,False,False,False,1,False
Talat Hussain,ARY News,Daily Pakistan,Islamabad,Islamabad,Education,Education ministry faces criticism,1.151758082,5000000.0,493.0,0.02800289181,3.0,982689.0,15491.0,10000000.0,Yes,,2025-10-02,Urdu,Neutral,13762.0,False,False,False,True,True,True,False,False,False,1,False
Mohsin Raza Khan,Geo News,Nawa-i-Waqt,Azad Jammu & Kashmir,Multan,Judiciary,"Judiciary under pressure, say analysts",58.592160105000005,5000000.0,368.0,-0.3441256651,,1117476.5,128484.0,5000000.0,No,,2024-09-28,Urdu,,22690.0,True,False,False,False,True,True,False,False,False,1,True
Mohsin Raza Khan,ARY News,Jang,Punjab,Rawalpindi,Politics,Opposition stages walkout in National Assembly,56.06780072,5000000.0,386.0,-1.745218679,5.0,1621326.0,91666.0,381437.3933,Yes,0.0,2024-07-02,Urdu,Pro-Govt,25005.0,True,True,False,False,False,False,False,False,False,1,False
Kamran Khan,ARY News,Nawa-i-Waqt,Azad Jammu & Kashmir,Hyderabad,Media,Dawn faces backlash over editorial,56.06780072,9165150.0,499.0,1.222969588,5.0,23650.0,24653.0,5000000.0,,0.0,2018-11-24,,Neutral,24933.0,True,False,False,False,False,False,False,False,True,1,False
Asma Shirazi,SAMAA TV,Daily Pakistan,Balochistan,Multan,Media,"Media freedom at risk, says HRCP report",58.93298246,1000000.0,229.0,1.329955395,,928205.0,16770.0,10000000.0,No,,2020-08-15,Urdu,,28613.0,True,False,True,False,True,True,False,False,False,1,True
Mohsin Raza Khan,Geo News,The News,Islamabad,Quetta,Politics,Senate passes constitutional amendment,58.592160105000005,1000000.0,216.5,0.2819112643,2.0,961484.5,103314.5,1122366.802,No,,2019-01-15,English,Pro-Govt,26014.0,True,False,True,True,False,True,True,False,False,1,True
Saleem Safi,ARY News,Daily Pakistan,Punjab,Quetta,Terrorism,Attack on Army convoy in Waziristan,56.06780072,15973448.0,74.0,0.647421816,3.0,1110405.0,163950.0,5000000.0,No,1.0,2020-04-01,English,Pro-Govt,24118.0,True,False,False,False,True,True,False,False,False,1,True
Kamran Khan,ARY News,Dawn,Khyber Pakhtunkhwa,Hyderabad,Judiciary,CJ addresses bar association,56.06780072,1000000.0,326.0,0.036428137145,4.0,999644.0,124628.0,5000000.0,Yes,1.0,2018-12-02,,Pro-Govt,22627.5,True,False,False,True,False,True,False,False,False,1,True
Kamran Shahid,Hum News,Express Tribune,Azad Jammu & Kashmir,Quetta,Politics,Student unions demand restoration,100.0,2681749.0,198.0,-0.3266747345,,1342811.0,105099.5,5000000.0,Yes,1.0,2019-10-14,English,,23149.0,False,False,False,True,True,False,True,False,False,1,True
Kamran Shahid,Express News,The News,Islamabad,Lahore,Sports,Women cricket team sets new record,59.56691534,20000000.0,275.0,0.7931416259,2.0,1585553.0,107981.0,5000000.0,Yes,,2018-08-19,Urdu,Opposition,5614.0,True,False,True,False,False,False,True,False,False,1,False
Mohsin Raza Khan,Abb Takk News,Jang,Balochistan,Islamabad,Judiciary,Court orders release of missing persons,100.0,1000000.0,206.0,0.17388798595,3.0,1638975.0,117418.0,2501602.113,No,1.0,2025-08-12,English,Neutral,23584.5,False,False,False,True,True,False,False,False,False,1,True
Nusrat Javed,Dawn News,The News,Sindh,Peshawar,Education,HEC budget slashed again,47.42551065,5000000.0,218.0,0.028593852375,,1086281.5,155741.0,5000000.0,Yes,1.0,2023-02-06,,,22105.0,False,False,False,True,True,True,False,False,False,1,False
Ansar Abbasi,Hum News,Express Tribune,Khyber Pakhtunkhwa,Multan,Judiciary,Top court rejects NAB report,55.49601863,20000000.0,252.0,0.1887393745,3.0,717858.0,36004.0,2842045.098,No,,2024-12-25,English,Neutral,28314.0,True,False,True,True,False,False,False,False,False,1,True
Kamran Khan,Dawn News,Dawn,Balochistan,Islamabad,Health,Polio cases reported in KPK,99.13567371,1000000.0,35.0,-1.957130191,3.0,1104290.5,87806.0,10000000.0,No,1.0,2025-03-23,English,Pro-Govt,25866.0,False,False,False,False,True,True,True,False,False,1,True
Umar Cheema,Dawn News,Nawa-i-Waqt,Islamabad,Karachi,Economy,Pakistan seeks investment from Gulf countries,10.37274791,20000000.0,98.0,1.577941142,2.0,1003109.0,41293.0,3209765.273,,0.0,2023-07-07,,Opposition,23678.5,False,False,False,False,False,True,False,False,True,1,True
Asma Shirazi,Geo News,The News,Punjab,Islamabad,Politics,Election rigging scandal unfolds in Lahore,32.78041739,7520974.0,464.0,-0.2905157843,3.0,1876728.0,197052.0,4791400.053,Yes,0.0,2020-04-17,Urdu,Neutral,26014.0,False,False,False,False,True,False,False,False,False,1,True
Ansar Abbasi,Abb Takk News,Daily Pakistan,Balochistan,Karachi,Terrorism,Attack on Army convoy in Waziristan,58.74782338,5000000.0,306.0,-0.5097649082,5.0,755329.5,105597.0,5000000.0,Yes,,2024-09-17,English,Neutral,17373.0,True,True,False,False,False,True,True,True,False,1,False
Asma Shirazi,ARY News,The News,Balochistan,Lahore,Terrorism,Militant hideout destroyed in KPK,56.06780072,17656179.0,496.0,0.13618633759999998,1.0,1110405.0,8243.0,5000000.0,,0.0,2019-11-22,English,Pro-Govt,30185.0,True,False,False,True,False,True,False,False,True,1,False
Saleem Safi,Dawn News,Jang,Sindh,Rawalpindi,Health,Villages submerged in southern Punjab,54.31346769,13156216.0,142.0,1.400964628,,1104290.5,175252.0,10000000.0,Yes,1.0,2022-03-15,English,,15153.0,True,False,False,False,True,True,False,False,False,1,False
Kamran Khan,Hum News,The News,Balochistan,Peshawar,Terrorism,Security forces foil major terror bid,55.49601863,1000000.0,203.0,0.015123105319499999,3.0,893609.5,101238.0,5000000.0,No,1.0,2022-08-17,English,Neutral,17223.0,True,False,True,True,True,True,False,True,False,1,False
